TIME(unitless),BITDEP(ft),BLOCKCOMP(ft),DEP_RTN(ft),DEPTH(ft),FLOWIN(USgal/min),FLOWOUTPC(%),ROP_AVG(ft/h),DIFP(psi)
2018-07-25T23:38:23.0000000-06:00,4713.295,85.858,4710.5,4713.295,799.857,40.166,175.538,588.343
2018-07-25T23:38:25.0000000-06:00,4713.415,85.692,4710.5,4713.415,799.292,40.023,175.538,609.042
2018-07-25T23:38:27.0000000-06:00,4713.532,85.62,4710.5,4713.532,799.574,40.087,175.538,682.16
2018-07-25T23:38:29.0000000-06:00,4713.548,85.605,4710.5,4713.548,799.009,39.867,175.538,723.322
2018-07-25T23:38:31.0000000-06:00,4713.588,85.564,4710.5,4713.588,799.009,39.815,175.538,680.113
2018-07-25T23:38:33.0000000-06:00,4713.633,85.52,4711,4713.633,799.009,40.274,121.08,636.734
2018-07-25T23:38:35.0000000-06:00,4713.76,85.392,4711,4713.76,799.009,40.405,121.08,620.788
2018-07-25T23:38:37.0000000-06:00,4713.845,85.307,4711,4713.845,799.292,40.642,121.08,614.865
2018-07-25T23:38:39.0000000-06:00,4713.927,85.225,4711,4713.927,799.574,40.66,121.08,592.896
2018-07-25T23:38:41.0000000-06:00,4714.025,85.128,4711,4714.025,799.574,40.699,121.08,569.949
2018-07-25T23:38:43.0000000-06:00,4714.137,85.015,4711,4714.137,800.14,40.195,176.43,537.79
2018-07-25T23:38:45.0000000-06:00,4714.24,84.912,4711.5,4714.24,799.292,40.471,176.43,582.348
2018-07-25T23:38:47.0000000-06:00,4714.288,84.864,4711.5,4714.288,799.574,40.417,176.43,598.286
2018-07-25T23:38:49.0000000-06:00,4714.42,84.732,4711.5,4714.42,799.292,40.516,176.43,560.189
2018-07-25T23:38:51.0000000-06:00,4714.557,84.596,4711.5,4714.557,799.857,40.499,176.43,585.113
2018-07-25T23:38:53.0000000-06:00,4714.651,84.502,4711.5,4714.651,799.292,40.93,178.587,601.042
2018-07-25T23:38:55.0000000-06:00,4714.707,84.446,4711.5,4714.707,799.857,40.221,178.587,597.651
2018-07-25T23:38:57.0000000-06:00,4714.726,84.427,4712,4714.726,799.292,40.207,178.587,636.422
2018-07-25T23:38:59.0000000-06:00,4714.726,84.426,4712,4714.726,799.857,40.655,178.587,610.144
2018-07-25T23:39:01.0000000-06:00,4714.735,84.426,4712,4714.735,799.292,40.588,178.587,580.558
2018-07-25T23:39:03.0000000-06:00,4714.765,84.388,4712,4714.765,799.857,40.35,178.587,516.853
2018-07-25T23:39:05.0000000-06:00,4714.841,84.311,4712,4714.841,799.574,40.963,39.053,452.153
2018-07-25T23:39:07.0000000-06:00,4714.898,84.255,4712.5,4714.898,799.857,40.42,39.053,406.251
2018-07-25T23:39:09.0000000-06:00,4714.988,84.175,4712.5,4714.988,800.424,40.336,39.053,386.611
2018-07-25T23:39:11.0000000-06:00,4715.035,84.118,4712.5,4715.035,800.424,40.866,39.053,395.188
2018-07-25T23:39:13.0000000-06:00,4715.081,84.072,4712.5,4715.081,800.14,40.803,39.053,431.165
2018-07-25T23:39:15.0000000-06:00,4715.148,84.005,4712.5,4715.148,800.707,40.777,124.711,432.688
2018-07-25T23:39:17.0000000-06:00,4715.222,83.931,4713,4715.222,800.424,40.743,124.711,410.328
2018-07-25T23:39:19.0000000-06:00,4715.286,83.877,4713,4715.286,800.707,40.355,124.711,362.502
2018-07-25T23:39:21.0000000-06:00,4715.361,83.792,4713,4715.361,800.707,39.45,124.711,395.238
2018-07-25T23:39:23.0000000-06:00,4715.415,83.738,4713,4715.415,800.424,39.906,124.711,428.99
2018-07-25T23:39:25.0000000-06:00,4715.439,83.713,4713,4715.439,800.707,39.927,102.453,412.044
2018-07-25T23:39:27.0000000-06:00,4715.477,83.675,4713,4715.477,800.707,40.056,102.453,384.735
2018-07-25T23:39:29.0000000-06:00,4715.529,83.624,4713.5,4715.529,800.424,40.135,102.453,398.427
2018-07-25T23:39:31.0000000-06:00,4715.618,83.534,4713.5,4715.618,800.707,40.977,102.453,348.325
2018-07-25T23:39:33.0000000-06:00,4715.718,83.435,4713.5,4715.718,800.707,40.734,102.453,398.353
2018-07-25T23:39:35.0000000-06:00,4715.748,83.404,4713.5,4715.748,800.424,40.603,102.453,414.39
2018-07-25T23:39:37.0000000-06:00,4715.804,83.348,4713.5,4715.804,800.14,40.885,105.339,453.915
2018-07-25T23:39:39.0000000-06:00,4715.849,83.304,4713.5,4715.849,800.707,40.924,105.339,468.594
2018-07-25T23:39:41.0000000-06:00,4715.947,83.206,4713.5,4715.947,800.424,40.553,105.339,407.37
2018-07-25T23:39:43.0000000-06:00,4716.033,83.12,4714,4716.033,800.141,40.465,105.339,413.908
2018-07-25T23:39:45.0000000-06:00,4716.07,83.083,4714,4716.07,800.424,40.058,105.339,407.873
2018-07-25T23:39:47.0000000-06:00,4716.163,82.989,4714,4716.163,800.424,40.005,131.823,425.801
2018-07-25T23:39:49.0000000-06:00,4716.237,82.915,4714,4716.237,800.424,40.867,131.823,427.596
2018-07-25T23:39:51.0000000-06:00,4716.301,82.851,4714.5,4716.301,800.707,40.779,131.823,436.772
2018-07-25T23:39:53.0000000-06:00,4716.374,82.778,4714.5,4716.374,800.14,41.007,131.823,431.009
2018-07-25T23:39:55.0000000-06:00,4716.424,82.729,4714.5,4716.424,800.424,41.598,131.823,446.288
2018-07-25T23:39:57.0000000-06:00,4716.508,82.644,4714.5,4716.508,800.424,41.471,131.823,437.81
2018-07-25T23:39:59.0000000-06:00,4716.555,82.597,4714.5,4716.555,800.14,40.59,122.571,440.044
2018-07-25T23:40:01.0000000-06:00,4716.652,82.5,4714.5,4716.652,800.707,40.834,122.571,465.224
2018-07-25T23:40:03.0000000-06:00,4716.704,82.434,4714.5,4716.704,800.424,40.37,122.571,488.532
2018-07-25T23:40:05.0000000-06:00,4716.752,82.4,4714.5,4716.752,799.857,40.394,122.571,491.204
2018-07-25T23:40:07.0000000-06:00,4716.817,82.336,4714.5,4716.817,800.14,40.312,122.571,484.779
2018-07-25T23:40:09.0000000-06:00,4716.921,82.232,4714.5,4716.921,799.857,40.353,119.563,460.764
2018-07-25T23:40:11.0000000-06:00,4716.982,82.171,4715,4716.982,800.424,39.78,119.563,473.37
2018-07-25T23:40:13.0000000-06:00,4717.039,82.113,4715,4717.039,799.857,39.74,119.563,448.937
2018-07-25T23:40:15.0000000-06:00,4717.152,82.001,4715,4717.152,800.424,39.802,119.563,463.056
2018-07-25T23:40:17.0000000-06:00,4717.229,81.924,4715,4717.229,800.141,39.616,119.563,472.115
2018-07-25T23:40:19.0000000-06:00,4717.39,81.763,4715,4717.39,800.424,39.154,119.563,482.995
2018-07-25T23:40:21.0000000-06:00,4717.448,81.704,4715,4717.448,800.141,39.73,168.491,503.308
2018-07-25T23:40:23.0000000-06:00,4717.54,81.613,4715,4717.54,800.14,40.071,168.491,543.885
2018-07-25T23:40:25.0000000-06:00,4717.778,81.375,4715,4717.778,799.574,40.309,168.491,573.861
2018-07-25T23:40:27.0000000-06:00,4717.871,81.281,4715,4717.871,799.857,40.481,168.491,612.355
2018-07-25T23:40:29.0000000-06:00,4717.933,81.219,4715.5,4717.933,799.857,40.881,168.491,659.53
2018-07-25T23:40:31.0000000-06:00,4717.97,81.183,4715.5,4717.97,799.292,41.235,209.928,742.578
2018-07-25T23:40:33.0000000-06:00,4717.998,81.164,4715.5,4717.998,799.292,41.107,209.928,726.535
2018-07-25T23:40:35.0000000-06:00,4718.034,81.119,4715.5,4718.034,799.009,40.82,209.928,646.284
2018-07-25T23:40:37.0000000-06:00,4718.099,81.053,4715.5,4718.099,799.009,40.428,209.928,582.273
2018-07-25T23:40:39.0000000-06:00,4718.143,81.009,4715.5,4718.143,799.009,40.683,63.522,562.826
2018-07-25T23:40:41.0000000-06:00,4718.261,80.891,4715.5,4718.261,799.574,40.361,63.522,541.73
2018-07-25T23:40:43.0000000-06:00,4718.321,80.831,4715.5,4718.321,799.574,40.083,63.522,510.702
2018-07-25T23:40:45.0000000-06:00,4718.421,80.732,4716,4718.421,799.857,40.138,63.522,479.143
2018-07-25T23:40:47.0000000-06:00,4718.476,80.677,4716,4718.476,800.14,40.52,63.522,472.761
2018-07-25T23:40:49.0000000-06:00,4718.58,80.572,4716,4718.58,799.857,40.336,158.169,478.597
2018-07-25T23:40:51.0000000-06:00,4718.643,80.51,4716,4718.643,800.14,39.79,158.169,540.593
2018-07-25T23:40:53.0000000-06:00,4718.705,80.405,4716,4718.705,799.858,40.04,158.169,557.787
2018-07-25T23:40:55.0000000-06:00,4718.81,80.342,4716,4718.81,800.14,40.168,158.169,563.077
2018-07-25T23:40:57.0000000-06:00,4718.898,80.255,4716.5,4718.898,799.574,39.325,148.446,579.225
2018-07-25T23:40:59.0000000-06:00,4718.958,80.194,4716.5,4718.958,799.857,39.163,148.446,549.11
2018-07-25T23:41:01.0000000-06:00,4719.118,80.082,4716.5,4719.118,799.857,39.39,148.446,526.281
2018-07-25T23:41:03.0000000-06:00,4719.185,79.967,4716.5,4719.185,799.857,39.352,148.446,519.922
2018-07-25T23:41:05.0000000-06:00,4719.276,79.876,4716.5,4719.276,800.14,38.951,148.446,524.679
2018-07-25T23:41:07.0000000-06:00,4719.344,79.809,4716.5,4719.344,799.857,39.801,163.339,564.768
2018-07-25T23:41:09.0000000-06:00,4719.483,79.741,4716.5,4719.483,799.292,39.795,163.339,612.883
2018-07-25T23:41:11.0000000-06:00,4719.555,79.598,4716.5,4719.555,799.574,39.781,163.339,609.014
2018-07-25T23:41:13.0000000-06:00,4719.655,79.497,4717,4719.655,799.574,39.435,163.339,625.696
2018-07-25T23:41:15.0000000-06:00,4719.75,79.402,4717,4719.75,799.574,39.967,163.339,652.03
2018-07-25T23:41:17.0000000-06:00,4719.85,79.303,4717,4719.85,799.292,40.235,162.208,629.635
2018-07-25T23:41:19.0000000-06:00,4719.893,79.259,4717,4719.893,799.574,40.686,162.208,621.535
2018-07-25T23:41:21.0000000-06:00,4720,79.153,4717,4720,799.574,40.694,162.208,588.057
2018-07-25T23:41:23.0000000-06:00,4720.159,78.994,4717.5,4720.159,799.292,40.408,162.208,576.439
2018-07-25T23:41:25.0000000-06:00,4720.234,78.918,4717.5,4720.234,799.292,40.334,181.246,566.979
2018-07-25T23:41:27.0000000-06:00,4720.336,78.816,4717.5,4720.336,799.574,40.535,181.246,556.768
2018-07-25T23:41:29.0000000-06:00,4720.472,78.711,4717.5,4720.472,799.574,40.569,181.246,644.906
2018-07-25T23:41:31.0000000-06:00,4720.55,78.602,4717.5,4720.55,799.574,40.774,181.246,671.142
2018-07-25T23:41:33.0000000-06:00,4720.652,78.5,4717.5,4720.652,799.574,41.32,181.246,671.706
2018-07-25T23:41:35.0000000-06:00,4720.777,78.375,4718,4720.777,799.292,40.87,172.293,647.353
2018-07-25T23:41:37.0000000-06:00,4720.855,78.298,4718,4720.855,799.292,40.327,172.293,624.526
2018-07-25T23:41:39.0000000-06:00,4720.93,78.223,4718,4720.93,799.009,40.024,172.293,659.433
2018-07-25T23:41:41.0000000-06:00,4721.05,78.103,4718,4721.05,799.292,39.62,172.293,669.011
2018-07-25T23:41:43.0000000-06:00,4721.133,78.019,4718,4721.133,799.292,39.437,172.293,663.938
2018-07-25T23:41:45.0000000-06:00,4721.241,77.912,4718,4721.241,799.292,39.951,178.84,678.885
2018-07-25T23:41:47.0000000-06:00,4721.318,77.834,4718,4721.318,799.009,39.943,178.84,661.292
2018-07-25T23:41:49.0000000-06:00,4721.38,77.772,4718.5,4721.38,799.009,40.422,178.84,621.36
2018-07-25T23:41:51.0000000-06:00,4721.474,77.678,4718.5,4721.474,799.292,40.821,178.84,607.786
2018-07-25T23:41:53.0000000-06:00,4721.546,77.607,4718.5,4721.546,799.009,41.446,178.84,612.667
2018-07-25T23:41:55.0000000-06:00,4721.716,77.459,4718.5,4721.716,799.574,40.963,176.46,640.043
2018-07-25T23:41:57.0000000-06:00,4721.765,77.388,4718.5,4721.765,799.574,41.491,176.46,650.52
2018-07-25T23:41:59.0000000-06:00,4721.826,77.326,4718.5,4721.826,799.574,41.922,176.46,654.441
2018-07-25T23:42:01.0000000-06:00,4721.911,77.242,4719,4721.911,799.292,41.991,176.46,650.656
2018-07-25T23:42:03.0000000-06:00,4721.995,77.157,4719,4721.995,799.574,41.683,176.46,676.055
2018-07-25T23:42:05.0000000-06:00,4722.119,77.034,4719,4722.119,799.292,42.101,149.185,598.811
2018-07-25T23:42:07.0000000-06:00,4722.17,76.983,4719,4722.17,799.292,41.565,149.185,580.313
2018-07-25T23:42:09.0000000-06:00,4722.32,76.832,4719,4722.32,799.574,41.174,149.185,595.033
2018-07-25T23:42:11.0000000-06:00,4722.399,76.753,4719,4722.399,799.574,40.38,149.185,579.472
2018-07-25T23:42:13.0000000-06:00,4722.507,76.645,4719.5,4722.507,799.292,40.069,149.185,619.958
2018-07-25T23:42:15.0000000-06:00,4722.58,76.573,4719.5,4722.58,799.292,39.912,149.185,622.346
2018-07-25T23:42:17.0000000-06:00,4722.724,76.428,4719.5,4722.724,799.292,40.18,181.967,680.291
2018-07-25T23:42:19.0000000-06:00,4722.788,76.365,4719.5,4722.788,799.574,40.358,181.967,688.584
2018-07-25T23:42:21.0000000-06:00,4722.87,76.283,4719.5,4722.87,799.009,40.835,181.967,651.165
2018-07-25T23:42:23.0000000-06:00,4722.971,76.182,4720,4722.971,799.574,41.483,181.967,652.861
2018-07-25T23:42:25.0000000-06:00,4723.051,76.102,4720,4723.051,799.292,41.484,181.967,672.512
2018-07-25T23:42:27.0000000-06:00,4723.126,76.026,4720,4723.126,799.292,41.507,148.286,671.995
2018-07-25T23:42:29.0000000-06:00,4723.193,75.959,4720,4723.193,799.009,41.564,148.286,649.87
2018-07-25T23:42:31.0000000-06:00,4723.278,75.874,4720,4723.278,799.292,41.523,148.286,618.937
2018-07-25T23:42:33.0000000-06:00,4723.359,75.793,4720.5,4723.359,799.292,40.964,148.286,598.101
2018-07-25T23:42:35.0000000-06:00,4723.404,75.748,4720.5,4723.404,799.574,41.201,148.286,608.269
2018-07-25T23:42:37.0000000-06:00,4723.498,75.655,4720.5,4723.498,799.574,41.182,136.711,580.034
2018-07-25T23:42:39.0000000-06:00,4723.627,75.525,4720.5,4723.627,799.857,40.826,136.711,534.415
2018-07-25T23:42:41.0000000-06:00,4723.749,75.403,4720.5,4723.749,799.574,40.727,136.711,557.025
2018-07-25T23:42:43.0000000-06:00,4723.865,75.341,4721,4723.865,799.857,41.339,136.711,566.557
2018-07-25T23:42:45.0000000-06:00,4723.899,75.253,4721,4723.899,799.292,41.173,136.711,582.62
2018-07-25T23:42:47.0000000-06:00,4724.051,75.101,4721,4724.051,799.574,41.002,207.27,651.256
2018-07-25T23:42:49.0000000-06:00,4724.183,74.97,4721,4724.183,799.574,41.048,207.27,659.036
2018-07-25T23:42:51.0000000-06:00,4724.236,74.916,4721,4724.236,799.292,41.059,207.27,667.759
2018-07-25T23:42:53.0000000-06:00,4724.363,74.789,4721,4724.363,799.009,40.962,207.27,652.553
2018-07-25T23:42:55.0000000-06:00,4724.445,74.707,4721.5,4724.445,799.292,41.441,176.958,655.825
2018-07-25T23:42:57.0000000-06:00,4724.585,74.568,4721.5,4724.585,799.292,41.715,176.958,614.612
2018-07-25T23:42:59.0000000-06:00,4724.726,74.427,4721.5,4724.726,799.292,41.483,176.958,646.016
2018-07-25T23:43:01.0000000-06:00,4724.781,74.372,4721.5,4724.781,799.292,41.2,176.958,670.942
2018-07-25T23:43:03.0000000-06:00,4724.89,74.263,4721.5,4724.89,799.292,40.54,176.958,705.191
2018-07-25T23:43:05.0000000-06:00,4724.993,74.159,4722,4724.993,799.009,39.849,208.39,696.563
2018-07-25T23:43:07.0000000-06:00,4725.1,74.014,4722,4725.1,799.009,39.46,208.39,657.063
2018-07-25T23:43:09.0000000-06:00,4725.245,73.908,4722,4725.245,799.009,39.365,208.39,693.005
2018-07-25T23:43:11.0000000-06:00,4725.299,73.854,4722,4725.299,799.009,39.819,208.39,717.562
2018-07-25T23:43:13.0000000-06:00,4725.352,73.8,4722,4725.352,798.727,40.308,158.394,734.555
2018-07-25T23:43:15.0000000-06:00,4725.429,73.655,4722.5,4725.429,799.009,40.666,158.394,676.238
2018-07-25T23:43:17.0000000-06:00,4725.613,73.54,4722.5,4725.613,799.009,40.593,158.394,641.437
2018-07-25T23:43:19.0000000-06:00,4725.665,73.488,4722.5,4725.665,799.292,40.598,158.394,659.228
2018-07-25T23:43:21.0000000-06:00,4725.781,73.372,4722.5,4725.781,799.009,40.661,158.394,648.811
2018-07-25T23:43:23.0000000-06:00,4725.907,73.245,4722.5,4725.907,799.009,40.893,201.057,662.708
2018-07-25T23:43:25.0000000-06:00,4726.061,73.091,4722.5,4726.061,799.009,41.066,201.057,724.294
2018-07-25T23:43:27.0000000-06:00,4726.159,72.994,4723,4726.159,799.009,41.68,201.057,736.654
2018-07-25T23:43:29.0000000-06:00,4726.23,72.923,4723,4726.23,799.009,41.808,201.057,714.644
2018-07-25T23:43:31.0000000-06:00,4726.358,72.794,4723,4726.358,799.009,41.34,201.057,709.227
2018-07-25T23:43:33.0000000-06:00,4726.5,72.652,4723,4726.5,799.009,41.062,194.728,722.451
2018-07-25T23:43:35.0000000-06:00,4726.585,72.568,4723,4726.585,798.727,40.986,194.728,742.135
2018-07-25T23:43:37.0000000-06:00,4726.725,72.427,4723,4726.725,798.727,40.67,194.728,758.572
2018-07-25T23:43:39.0000000-06:00,4726.807,72.345,4723,4726.807,798.727,40.709,194.728,743.825
2018-07-25T23:43:41.0000000-06:00,4726.941,72.212,4723.5,4726.941,799.009,41.113,208.348,781.455
2018-07-25T23:43:43.0000000-06:00,4726.999,72.154,4723.5,4726.999,798.445,40.911,208.348,763.245
2018-07-25T23:43:45.0000000-06:00,4727.12,72.032,4723.5,4727.12,798.445,40.192,208.348,756.354
2018-07-25T23:43:47.0000000-06:00,4727.223,71.93,4723.5,4727.223,798.445,40.067,208.348,751.255
2018-07-25T23:43:49.0000000-06:00,4727.292,71.86,4724,4727.292,798.727,39.817,208.348,724.028
2018-07-25T23:43:51.0000000-06:00,4727.412,71.741,4724,4727.412,798.727,39.59,167.261,746.401
2018-07-25T23:43:53.0000000-06:00,4727.508,71.645,4724,4727.508,798.727,39.784,167.261,708.092
2018-07-25T23:43:55.0000000-06:00,4727.586,71.566,4724,4727.586,798.727,39.882,167.261,713.372
2018-07-25T23:43:57.0000000-06:00,4727.681,71.471,4724,4727.681,799.009,40.276,167.261,692.203
2018-07-25T23:43:59.0000000-06:00,4727.778,71.374,4724.5,4727.778,798.445,40.658,167.261,682.914
2018-07-25T23:44:01.0000000-06:00,4727.873,71.279,4724.5,4727.873,799.009,40.755,172.571,671.395
2018-07-25T23:44:03.0000000-06:00,4727.988,71.204,4724.5,4727.988,799.009,40.577,172.571,639.085
2018-07-25T23:44:05.0000000-06:00,4728.045,71.108,4724.5,4728.045,799.009,40.5,172.571,666.106
2018-07-25T23:44:07.0000000-06:00,4728.154,70.999,4725,4728.154,799.292,40.112,172.571,678.108
2018-07-25T23:44:09.0000000-06:00,4728.229,70.923,4725,4728.229,799.292,39.787,172.571,681.48
2018-07-25T23:44:11.0000000-06:00,4728.341,70.812,4725,4728.341,799.009,39.736,164.778,684.363
2018-07-25T23:44:13.0000000-06:00,4728.444,70.709,4725,4728.444,798.727,39.584,164.778,744.085
2018-07-25T23:44:15.0000000-06:00,4728.533,70.619,4725,4728.533,799.009,39.757,164.778,716.596
2018-07-25T23:44:17.0000000-06:00,4728.656,70.497,4725,4728.656,798.445,39.673,164.778,667.584
2018-07-25T23:44:19.0000000-06:00,4728.728,70.425,4725.5,4728.728,799.009,39.557,164.778,663
2018-07-25T23:44:21.0000000-06:00,4728.806,70.347,4725.5,4728.806,798.727,39.252,164.028,693.331
2018-07-25T23:44:23.0000000-06:00,4728.896,70.257,4725.5,4728.896,798.727,39.689,164.028,676.393
2018-07-25T23:44:25.0000000-06:00,4728.96,70.193,4726,4728.96,799.292,39.868,164.028,674.779
2018-07-25T23:44:27.0000000-06:00,4729.04,70.127,4726,4729.04,799.292,40.935,164.028,623.603
2018-07-25T23:44:29.0000000-06:00,4729.136,70.016,4726,4729.136,799.009,41.851,164.028,640.93
2018-07-25T23:44:31.0000000-06:00,4729.274,69.878,4726,4729.274,799.009,42.325,153.247,638.351
2018-07-25T23:44:33.0000000-06:00,4729.357,69.796,4726,4729.357,799.574,42.36,153.247,608.303
2018-07-25T23:44:35.0000000-06:00,4729.445,69.708,4726,4729.445,799.009,42.069,153.247,629.931
2018-07-25T23:44:37.0000000-06:00,4729.553,69.599,4726.5,4729.553,799.009,40.957,153.247,665.76
2018-07-25T23:44:39.0000000-06:00,4729.587,69.566,4726.5,4729.587,799.292,40.501,153.247,661.742
2018-07-25T23:44:41.0000000-06:00,4729.691,69.462,4726.5,4729.691,799.292,40.198,169,706.075
2018-07-25T23:44:43.0000000-06:00,4729.804,69.349,4726.5,4729.804,799.292,40.149,169,672.352
2018-07-25T23:44:45.0000000-06:00,4729.885,69.268,4727,4729.885,798.727,40.1,169,672.073
2018-07-25T23:44:47.0000000-06:00,4730.021,69.132,4727,4730.021,798.727,41.176,169,648.964
2018-07-25T23:44:49.0000000-06:00,4730.105,69.048,4727,4730.105,799.009,41.049,169,593.211
2018-07-25T23:44:51.0000000-06:00,4730.19,68.962,4727,4730.19,799.009,41.146,192.007,583.103
2018-07-25T23:44:53.0000000-06:00,4730.307,68.877,4727,4730.307,799.292,41.085,192.007,623.14
2018-07-25T23:44:55.0000000-06:00,4730.345,68.808,4727.5,4730.345,799.292,41.025,192.007,662.86
2018-07-25T23:44:57.0000000-06:00,4730.401,68.751,4727.5,4730.401,799.574,40.464,192.007,689.533
2018-07-25T23:44:59.0000000-06:00,4730.498,68.654,4727.5,4730.498,799.009,40.76,192.007,676.949
2018-07-25T23:45:01.0000000-06:00,4730.553,68.599,4727.5,4730.553,799.292,40.852,125.341,626.783
2018-07-25T23:45:03.0000000-06:00,4730.605,68.47,4727.5,4730.605,798.727,40.831,125.341,606.089
2018-07-25T23:45:05.0000000-06:00,4730.784,68.368,4727.5,4730.784,799.009,40.716,125.341,611.557
2018-07-25T23:45:07.0000000-06:00,4730.892,68.261,4728,4730.892,799.292,40.567,125.341,629.599
2018-07-25T23:45:09.0000000-06:00,4731.001,68.151,4728,4731.001,799.292,40.64,125.341,600.861
2018-07-25T23:45:11.0000000-06:00,4731.079,68.074,4728,4731.079,799.575,40.402,187.672,590.383
2018-07-25T23:45:13.0000000-06:00,4731.178,67.975,4728,4731.178,799.009,40.51,187.672,606.573
2018-07-25T23:45:15.0000000-06:00,4731.277,67.876,4728,4731.277,799.292,40.892,187.672,625.397
2018-07-25T23:45:17.0000000-06:00,4731.37,67.783,4728.5,4731.37,799.857,40.974,187.672,616.301
2018-07-25T23:45:19.0000000-06:00,4731.439,67.713,4728.5,4731.439,799.009,40.396,187.672,656.286
2018-07-25T23:45:21.0000000-06:00,4731.542,67.61,4728.5,4731.542,799.009,40.063,149.754,676.793
2018-07-25T23:45:23.0000000-06:00,4731.641,67.512,4728.5,4731.641,799.009,40.463,149.754,671.098
2018-07-25T23:45:25.0000000-06:00,4731.75,67.402,4728.5,4731.75,799.292,39.976,149.754,624.726
2018-07-25T23:45:27.0000000-06:00,4731.855,67.298,4728.5,4731.855,799.009,39.957,149.754,636.965
2018-07-25T23:45:29.0000000-06:00,4731.964,67.188,4729,4731.964,798.727,40.499,198.677,656.012
2018-07-25T23:45:31.0000000-06:00,4732.067,67.085,4729,4732.067,799.292,40.387,198.677,658.146
2018-07-25T23:45:33.0000000-06:00,4732.174,66.978,4729,4732.174,799.292,40.048,198.677,662.701
2018-07-25T23:45:35.0000000-06:00,4732.284,66.869,4729,4732.284,799.009,40.31,198.677,698.437
2018-07-25T23:45:37.0000000-06:00,4732.332,66.82,4729.5,4732.332,799.292,40.303,198.677,669.81
2018-07-25T23:45:39.0000000-06:00,4732.495,66.71,4729.5,4732.495,799.009,40.284,177.935,617.075
2018-07-25T23:45:41.0000000-06:00,4732.573,66.579,4729.5,4732.573,799.009,40.656,177.935,628.532
2018-07-25T23:45:43.0000000-06:00,4732.702,66.476,4729.5,4732.702,798.727,40.026,177.935,628.599
2018-07-25T23:45:45.0000000-06:00,4732.78,66.372,4729.5,4732.78,799.009,39.689,177.935,585.357
2018-07-25T23:45:47.0000000-06:00,4732.887,66.265,4729.5,4732.887,799.292,39.954,177.935,589.312
2018-07-25T23:45:49.0000000-06:00,4733.016,66.187,4730,4733.016,799.574,39.8,201.027,603.116
2018-07-25T23:45:51.0000000-06:00,4733.071,66.081,4730,4733.071,799.292,40.168,201.027,652.585
2018-07-25T23:45:53.0000000-06:00,4733.228,65.925,4730,4733.228,799.009,40.616,201.027,642.553
2018-07-25T23:45:55.0000000-06:00,4733.306,65.847,4730,4733.306,799.292,40.991,201.027,585.313
2018-07-25T23:45:57.0000000-06:00,4733.413,65.739,4730,4733.413,799.292,40.771,201.027,549.511
2018-07-25T23:45:59.0000000-06:00,4733.545,65.608,4730,4733.545,799.292,40.904,189.167,500.665
2018-07-25T23:46:01.0000000-06:00,4733.655,65.498,4730.5,4733.655,799.574,41.083,189.167,491.53
2018-07-25T23:46:03.0000000-06:00,4733.732,65.42,4730.5,4733.732,800.14,41.613,189.167,508.013
2018-07-25T23:46:05.0000000-06:00,4733.817,65.335,4730.5,4733.817,799.574,41.559,189.167,538.574
2018-07-25T23:46:07.0000000-06:00,4733.882,65.271,4730.5,4733.882,799.574,41.648,154.799,584.823
2018-07-25T23:46:09.0000000-06:00,4733.945,65.208,4730.5,4733.945,799.574,41.646,154.799,640.922
2018-07-25T23:46:11.0000000-06:00,4734.007,65.146,4731,4734.007,799.574,40.827,154.799,611.363
2018-07-25T23:46:13.0000000-06:00,4734.072,65.08,4731,4734.072,799.292,40.507,154.799,578.052
2018-07-25T23:46:15.0000000-06:00,4734.189,64.963,4731,4734.189,799.292,40.586,154.799,582.146
2018-07-25T23:46:17.0000000-06:00,4734.283,64.87,4731,4734.283,799.574,40.921,146.857,572.328
2018-07-25T23:46:19.0000000-06:00,4734.338,64.814,4731,4734.338,799.292,41.162,146.857,584.326
2018-07-25T23:46:21.0000000-06:00,4734.4,64.752,4731,4734.4,799.292,41.335,146.857,540.683
2018-07-25T23:46:23.0000000-06:00,4734.471,64.682,4731.5,4734.471,799.574,41.241,146.857,542.08
2018-07-25T23:46:25.0000000-06:00,4734.547,64.622,4731.5,4734.547,799.574,40.768,146.857,571.259
2018-07-25T23:46:27.0000000-06:00,4734.629,64.559,4731.5,4734.629,799.857,40.426,112.431,542.98
2018-07-25T23:46:29.0000000-06:00,4734.693,64.48,4731.5,4734.693,799.574,40.557,112.431,515.71
2018-07-25T23:46:31.0000000-06:00,4734.761,64.391,4731.5,4734.761,799.574,40.673,112.431,523.209
2018-07-25T23:46:33.0000000-06:00,4734.861,64.292,4732,4734.861,799.857,40.207,112.431,538.187
2018-07-25T23:46:35.0000000-06:00,4734.966,64.187,4732,4734.966,799.574,40.355,112.431,550.878
2018-07-25T23:46:37.0000000-06:00,4735.032,64.121,4732,4735.032,799.857,40.114,112.431,566.663
2018-07-25T23:46:39.0000000-06:00,4735.126,64.026,4732,4735.126,799.574,39.973,156.655,571.44
2018-07-25T23:46:41.0000000-06:00,4735.195,63.957,4732,4735.195,799.574,39.991,156.655,572.903
2018-07-25T23:46:43.0000000-06:00,4735.234,63.918,4732.5,4735.234,799.574,40.197,156.655,579.452
2018-07-25T23:46:45.0000000-06:00,4735.294,63.859,4732.5,4735.294,799.574,40.259,156.655,554.428
2018-07-25T23:46:47.0000000-06:00,4735.375,63.777,4732.5,4735.375,799.574,40.129,156.655,501.524
